World Rank,National Rank,Name,Image URLs,Affiliation,Country,H-Index,Citations,#DBLP
176,103,Christopher Kruegel,https://s.research.com/images/23a594407815a08077a2a105cb1212340a65d6c1-65x65.png,University of California,Santa Barbara,97,35684,234
177,104,Daniela Rus,https://s.research.com/images/b449e5ef74591eabe7e26acb4fe76b7beb508537-65x65.jpeg,MIT,United States,96,34230,482
178,105,Azriel Rosenfeld,https://s.research.com/images/d9e03b80a8fbfbc7e26efede61abef796274542f-65x65.jpeg,University of Maryland,College Park,96,59502,470
179,11,Daniel Cremers,https://s.research.com/images/71716df0af034978ae4b3e8e75ff2c1356561c13-65x65.jpeg,Technical University of Munich,Germany,96,44383,447
180,106,Ruslan Salakhutdinov,https://s.research.com/images/30f762f92e305fe92f44d1ea278715e33796c22a-65x65.jpeg,Carnegie Mellon University,United States,96,122782,252
181,4,Daniel Cohen-Or,https://s.research.com/images/1b2f88db8af1d7dac2d0f0152047fbaa721b1b7e-65x65.jpeg,Tel Aviv University,Israel,96,35677,323
182,107,Biswanath Mukherjee,https://s.research.com/images/98706ef0acde57e6cec1a519e52b05e5fadd8156-65x65.jpeg,University of California,Davis,96,52209,600
183,108,Sajal K. Das,https://s.research.com/images/1083598274b107c5adbb499852b069cedab33387-65x65.jpeg,Missouri University of Science and Technology,United States,96,33160,840
184,9,Adrian Perrig,https://s.research.com/images/1951dd4d9c9534a6b38e7eb2c76f01e2cfb53668-65x65.jpeg,ETH Zurich,Switzerland,96,75960,306
185,110,Ramesh Govindan,https://s.research.com/images/490e90a139b818d4feb60915aa5ca32d186a4641-65x65.jpeg,University of Southern California,United States,96,57963,280
186,111,Lorrie Faith Cranor,https://s.research.com/images/367f623f7e86be5c398842f909d0a7fbdd74cea0-65x65.jpeg,Carnegie Mellon University,United States,96,33360,266
187,112,Joseph M. Hellerstein,https://s.research.com/images/8cd4dd757f930a6383dd4dfae094f60615ab6523-65x65.jpeg,University of California,Berkeley,96,48603,260
188,109,Eamonn Keogh,https://s.research.com/images/26c7bb605bac97c2d5b9de54a988ff7e83a1820c-65x65.jpeg,University of California,Riverside,96,50909,269
189,113,Shankar Sastry,https://s.research.com/images/e46558f72304af007e78e601296eb9577c21f7ff-65x65.gif,University of California,Berkeley,95,50160,370
190,114,H. Vincent Poor,https://s.research.com/images/b6b090da0867a494f2abe71365f7237077cbd986-65x65.jpeg,Princeton University,United States,95,49633,1037
191,115,Richard M. Karp,https://s.research.com/images/f3b6014ae5145fcb81be62879cae19f45049dc34-65x65.png,University of California,Berkeley,95,83964,202
192,10,Markus Gross,https://s.research.com/images/71a34d74bc842926912f9d0823e03c312ff8dc06-65x65.jpeg,ETH Zurich,Switzerland,95,35302,466
193,116,Thomas Anderson,https://s.research.com/images/9070d5d6b42c82b9c9bd368f4719a2d642a4d340-65x65.png,University of Washington,United States,95,58208,215
194,117,Eric P. Xing,https://s.research.com/images/c11eba4ce1ff83b0cd53c8d881c004726127d68f-65x65.png,Carnegie Mellon University,United States,95,36995,449
195,119,Bahram Javidi,https://s.research.com/images/588c6ac4158a2eeb63b0dfc7d3cf4fd5a59e6182-65x65.jpeg,University of Connecticut,United States,95,31599,580
196,118,Edmund M. Clarke,https://s.research.com/images/66eddccbf321f011fff7e2a61cde2775fefa2a8e-65x65.jpeg,Carnegie Mellon University,United States,95,85668,301
197,5,Moni Naor,https://s.research.com/images/73cc094cd7bd92ecec3d800f2083f99fe7352559-65x65.jpeg,Weizmann Institute of Science,Israel,95,57890,197
198,120,Serge Belongie,https://s.research.com/images/ebdecb228a4a8daabe3787f8324cf07a127ce8d9-65x65.jpeg,Cornell University,United States,95,93221,242
199,122,Surajit Chaudhuri,https://s.research.com/images/623951713ab14437a623cb68a9b752e15983ff0b-65x65.jpeg,Microsoft (United States),United States,95,36165,323
200,121,Nick McKeown,https://s.research.com/images/08a1f525c86455bde9a4c5568f6378570de15c89-65x65.jpeg,Stanford University,United States,95,56791,203
201,3,Tat-Seng Chua,https://s.research.com/images/80dbb6c838fd93d82f6b45e423fc595a8171ed4b-65x65.jpeg,National University of Singapore,Singapore,95,37301,568
202,123,Amin Vahdat,https://s.research.com/images/0a76ac9a71284c0a9b8dcdc3042c5ee2fae04374-65x65.jpeg,Google (United States),United States,95,47946,284
203,12,Gerhard Weikum,https://s.research.com/images/9d38c8e4c57390c01ad27d4e175f781fc90ad3b3-65x65.jpeg,Max Planck Institute for Informatics,Germany,95,37584,577
204,124,Dan Jurafsky,https://s.research.com/images/428aebcd00e243b6f430334f187f38df592b96d4-65x65.jpeg,Stanford University,United States,94,45785,239
205,1,László Lovász,https://s.research.com/images/e83ba942a4cccf79713ad327f2c543d8afc0d74f-65x65.jpeg,Eötvös Loránd University,Hungary,94,47832,257
206,125,Dinesh Manocha,https://s.research.com/images/dbcec591e83b0439dd0760b63ab80d25b7b6ad25-65x65.jpeg,University of Maryland,College Park,94,35805,570
207,126,Assaf Natanzon,https://research.com/images/placeholder-scholar.svg,DELL (United States),United States,94,16259,202
208,9,Mark Harman,https://s.research.com/images/610518ecfae991990a3ca40af870f92507ea7536-65x65.jpeg,University College London,United Kingdom,94,33446,421
209,127,J.J. Garcia-Luna-Aceves,https://s.research.com/images/ccb7f8b44890f708d965709717f8bd5f585d033d-65x65.jpeg,University of California,Santa Cruz,94,32603,499
210,128,David J. DeWitt,https://s.research.com/images/e778fc82f9893da2c0237ba0cf560e63fa53d5f4-65x65.jpeg,University of Wisconsin–Madison,United States,94,42356,190
211,129,Dimitris N. Metaxas,https://s.research.com/images/31554b2ea06e37b7455e37051d5bdeba9541b0c5-65x65.jpeg,Rutgers,The State University of New Jersey,93,36212,547
212,4,Dusit Niyato,https://s.research.com/images/3a65d87daa1487ea921cd0aeb38e1cbf1a946a63-65x65.jpeg,Nanyang Technological University,Singapore,93,37331,602
213,10,Jon Crowcroft,https://s.research.com/images/00f99f7bce4651273c43549eb87eff76853b26df-65x65.jpeg,University of Cambridge,United Kingdom,93,52869,514
214,13,Nassir Navab,https://s.research.com/images/b07c99b0e12c8fb7866902f3c769bc535826b9c9-65x65.jpeg,Technical University of Munich,Germany,93,41927,1073
215,8,Saul Greenberg,https://s.research.com/images/a27144d916580aa8bb24e44d5a29514a443bd599-65x65.jpeg,University of Calgary,Canada,93,27920,315
216,11,Ian Horrocks,https://s.research.com/images/de07959952562257e051323d514f6a0a205edee0-65x65.jpeg,University of Oxford,United Kingdom,93,46869,367
217,131,Wenke Lee,https://s.research.com/images/f687864991455be5543324a1c5a2b8fe0f9a12a0-65x65.jpeg,Georgia Institute of Technology,United States,93,41431,241
218,130,Martín Abadi,https://s.research.com/images/705b37946528c35a715bf278522a940a1d1cdb18-65x65.jpeg,University of California,Santa Cruz,93,86223,242
219,133,Eduard Hovy,https://s.research.com/images/ff1bdc035662a87cbd61be9233aed524e0cf312e-65x65.jpeg,Carnegie Mellon University,United States,93,41914,434
220,132,Gene Tsudik,https://s.research.com/images/ccfbca382751f2454f368c13f1b51fd87e16742f-65x65.jpeg,University of California,Irvine,93,37528,339
221,11,Jean-Pierre Hubaux,https://s.research.com/images/4f07ebd4c636aff993bb4118505c8350497e8d42-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,93,45018,349
222,134,Samy Bengio,https://s.research.com/images/300089bc5270968eee38e6f49c028de19ee5a52b-65x65.jpeg,Google (United States),United States,93,53857,314
223,9,Jian Pei,https://s.research.com/images/63a4c46332c6e0eda34df6f8bd779f5fdd394716-65x65.jpeg,Simon Fraser University,Canada,93,54684,376
224,3,Mel Slater,https://s.research.com/images/6f37a0f4a8d9a83d9b323617836ea8ea9fdc2601-65x65.jpeg,University of Barcelona,Spain,92,38617,311
225,6,Oded Goldreich,https://s.research.com/images/8309e11f6b6f8644602e0e95eaae45bc8e387a37-65x65.jpeg,Weizmann Institute of Science,Israel,92,57437,245
226,135,William J. Dally,https://s.research.com/images/9f2d7eae1473d65e1aa2c621a1f7bff226ca3884-65x65.jpeg,Stanford University,United States,92,75916,277
227,136,Pat Hanrahan,https://s.research.com/images/73c02e6272a3ccb5f101460a8910ca940b1e92df-65x65.jpeg,Stanford University,United States,92,47394,212
228,137,Tarek Abdelzaher,https://s.research.com/images/efaf3dfeaa70c87c7a67d419616cb246aa169eb8-65x65.jpeg,University of Illinois at Urbana-Champaign,United States,92,34130,402
229,3,Ian Reid,https://s.research.com/images/53df9cd0782dbf438d6007d444c46894491bb107-65x65.jpeg,University of Adelaide,Australia,92,41959,341
230,4,Chunhua Shen,https://s.research.com/images/21699e467298cb009c16229f267e1cf285e4469f-65x65.jpeg,University of Adelaide,Australia,92,33027,436
231,138,Kim-Kwang Raymond Choo,https://s.research.com/images/516960e664f3df665c8cb7a5fbc350b8932da67c-65x65.jpeg,The University of Texas at San Antonio,United States,92,28969,877
232,139,Salvatore J. Stolfo,https://s.research.com/images/8d98c19da68c1de65d6a1ea6a045c331feca1644-65x65.jpeg,Columbia University,United States,92,39105,270
233,12,Josef Kittler,https://s.research.com/images/4e4b21c82b3081f72a8a8e0b47af8e085ebf6c0d-65x65.png,University of Surrey,United Kingdom,92,57453,684
234,140,John C. Mitchell,https://s.research.com/images/67f0d14d4c1fc7aa5f00e6c8059cfca926e8affd-65x65.jpeg,Stanford University,United States,91,28513,233
235,141,Thomas Kailath,https://s.research.com/images/4d7c4b4739168c94c686b22577caa0ebc4139735-65x65.jpeg,Stanford University,United States,91,46702,339
236,142,Vijay Kumar,https://s.research.com/images/6f6f0163bb2ef4998e63dc01bb55cb6d1835b48a-65x65.jpeg,University of Pennsylvania,United States,91,29503,411
237,143,David L. Donoho,https://s.research.com/images/82e0df743509cb71d4eb24d04c2af92851985577-65x65.jpeg,Stanford University,United States,91,119157,175
238,1,Shyi-Ming Chen,https://s.research.com/images/ae0669054d6990a0ee8cbb5aa192059c0aa798e7-65x65.jpeg,National Taiwan University of Science and Technology,Taiwan,91,24759,354
239,145,George Karypis,https://s.research.com/images/560f61c21a49abd79993532da0cbf169fff636dd-65x65.jpeg,University of Minnesota,United States,91,74808,327
240,2,Lorenzo Bruzzone,https://s.research.com/images/5e0df31abc55c4b8fbe152f4825bbb81611ba65d-65x65.jpeg,University of Trento,Italy,91,35549,493
241,144,Ramesh Raskar,https://s.research.com/images/64c9fda40bf8fb082b8fe51b0c05ae378c3c9893-65x65.jpeg,MIT,United States,91,32472,443
242,149,David R. Karger,https://s.research.com/images/6d77fc81ad6a47dd70250180b342081bf7ce5c16-65x65.jpeg,MIT,United States,91,69756,255
243,1,Jon Atli Benediktsson,https://s.research.com/images/2f402e44f81da383c8361c2f1e0e8e154818b87f-65x65.jpeg,University of Iceland,Iceland,91,35423,409
244,7,Michael Elad,https://s.research.com/images/444ae0fb65f5be62e78dc997e184b14933b0c5cf-65x65.png,Technion – Israel Institute of Technology,Israel,91,66845,273
245,146,Ajith Abraham,https://s.research.com/images/728887be473798e5321342b75017f2836c4dcfec-65x65.jpeg,Machine Intelligence Research Labs,United States,91,34401,842
246,148,Pushmeet Kohli,https://s.research.com/images/a5060a8712b8202150024b672c125f5d2bc04f92-65x65.jpeg,Google (United States),United States,91,35580,307
247,147,Oren Etzioni,https://s.research.com/images/2b25512d3095fb67c54958eadc927de16d188a0b-65x65.png,Allen Institute for Artificial Intelligence,United States,91,41126,191
248,2,Horst Bischof,https://s.research.com/images/7c1dce640060d61c9f65d25907839d643805675a-65x65.jpeg,Graz University of Technology,Austria,91,42715,595
249,150,Daniel S. Weld,https://s.research.com/images/414f30d0c485b4de8db597c2c0ffb71d8e3e5b5b-65x65.jpeg,University of Washington,United States,91,39215,239
250,151,Brad A. Myers,https://s.research.com/images/56228809802c1429fd96a4deb7eb150395183432-65x65.jpeg,Carnegie Mellon University,United States,91,32555,394
251,12,Horst Bunke,https://s.research.com/images/e23c8fbc27a3b547c710cc6c3b2f277c87665b32-65x65.png,University of Bern,Switzerland,91,30405,482
252,152,Michael K. Reiter,https://s.research.com/images/d134acbb2da3a8778b6d71fa48fbe6342e3e3610-65x65.jpeg,Duke University,United States,91,36982,290
253,153,Alex Waibel,https://s.research.com/images/8f4e1bc82168465e3d33259a74c39eb2194020ca-65x65.jpeg,Carnegie Mellon University,United States,91,33958,592
254,154,Jeffrey F. Cohn,https://s.research.com/images/cc5b1c90525b8f5599fbc29980bbf190e334ce17-65x65.jpeg,University of Pittsburgh,United States,90,37018,236
255,155,Maja J. Matarić,https://s.research.com/images/baf39efe41ab8859b21cb1b3b73c2fc8ca5d879e-65x65.jpeg,University of Southern California,United States,90,36125,400
256,156,Gaurav S. Sukhatme,https://s.research.com/images/e80bf2d56f4a2ba566adfaad2e77631976fa2bc1-65x65.jpeg,University of Southern California,United States,90,29375,413
257,157,Shrikanth S. Narayanan,https://s.research.com/images/cbcb1fca5d2ad7de056338fcbdff019ede8a4a58-65x65.jpeg,University of Southern California,United States,90,32925,797
258,14,Maja Pantic,https://s.research.com/images/1183daa5123f6c89f23fc806e11666132c23fd0c-65x65.jpeg,Imperial College London,United Kingdom,90,39557,406
259,13,Björn Schuller,https://s.research.com/images/19fa3d60d6eba5d905cbe23771aa82ce08d93d57-65x65.jpeg,Imperial College London,United Kingdom,90,37376,743
260,14,Thomas Brox,https://s.research.com/images/b2ced391851d5f18f107e33e446ea77b9e5171da-65x65.jpeg,University of Freiburg,Germany,90,76567,216
261,158,James A. Hendler,https://s.research.com/images/bbff25c0d3dcaacaa80623ace20b37369732d62e-65x65.jpeg,Rensselaer Polytechnic Institute,United States,90,46426,369
262,159,Kannan Ramchandran,https://s.research.com/images/5dc872eb85548fa409f3891539c2bd9a2472678e-65x65.jpeg,University of California,Berkeley,90,37387,413
263,5,Erik Cambria,https://s.research.com/images/c4aad431a3127d8e272d0d7bcea940da988dbace-65x65.jpeg,Nanyang Technological University,Singapore,90,28444,305
264,161,Divesh Srivastava,https://s.research.com/images/a23448733fc7b2f99a29196679f149df10fe47e6-65x65.jpeg,AT&T (United States),United States,90,29032,379
265,160,Jiebo Luo,https://s.research.com/images/5467e20f3f45b19f0166569298449f8a4c7ab601-65x65.jpeg,University of Rochester,United States,90,31236,590
266,1,Christian S. Jensen,https://s.research.com/images/e801bdf772a905ac413ca11dfe8e68f1344f649b-65x65.jpeg,Aalborg University,Denmark,90,29438,419
267,15,Roberto Cipolla,https://s.research.com/images/0e67769ffce9a93ad3a25aeeb0d082703cbb0edf-65x65.jpeg,University of Cambridge,United Kingdom,90,45722,370
268,162,David Wagner,https://s.research.com/images/5eaefc29117c07c480b54632e4f0d3f2167405a0-65x65.gif,University of California,Berkeley,90,61286,225
269,22,Yan Zhang,https://s.research.com/images/809c2062bc2c7b560a3d168b5429962403575cfa-65x65.jpeg,Chinese Academy of Sciences,China,89,28376,539
270,163,David Heckerman,https://s.research.com/images/587d9d63357855d208f9f8135803ebfe0b246ff1-65x65.png,Microsoft (United States),United States,89,50563,224
271,164,Joshua B. Tenenbaum,https://s.research.com/images/f75eb285821c889d8a09edc87685468ff522af1f-65x65.jpeg,MIT,United States,89,56536,336
272,165,Rosalind W. Picard,https://s.research.com/images/06a2bbcc1a9c6a86d48d36572bfc18146f622aca-65x65.png,MIT,United States,89,37179,277
273,166,Rajeev Motwani,https://s.research.com/images/b72de481f20661f8a26a8b334c87584e4ade89ce-65x65.jpeg,Stanford University,United States,89,106748,194
274,167,Ronald L. Rivest,https://s.research.com/images/06d3e34915688ec38fcfd9516e0dbe0c25e13d69-65x65.jpeg,MIT,United States,89,139991,247
275,11,Ekram Hossain,https://s.research.com/images/97e3dab020a50d67c3b6f9d3f3f9dd30d8bb3360-65x65.jpeg,University of Manitoba,Canada,89,29532,415
276,10,John Mylopoulos,https://s.research.com/images/d05c9667dc03c0538553f391607a8846728901db-65x65.jpeg,University of Ottawa,Canada,89,34793,483
277,168,Gregory D. Abowd,https://s.research.com/images/4e73b3fd9a89363cea7bdcdb88b6f38970a765a0-65x65.jpeg,Northeastern University,United States,89,60206,313
278,169,Mark A. Musen,https://s.research.com/images/754241ec571a9158d1bba7c21fce9501af2a15ef-65x65.jpeg,Stanford University,United States,89,37300,435
279,23,Ming Zhou,https://s.research.com/images/51073be8664c3100d4bef3562f015a830226cabb-65x65.jpeg,Sinovation Ventures,China,89,27559,420
280,170,Yuguang Fang,https://s.research.com/images/7d55d0d67a3dc6e643b3e185131cdb07dcf44fdd-65x65.jpeg,University of Florida,United States,89,23134,466
281,171,Hosagrahar V. Jagadish,https://s.research.com/images/ad8fe2faf70ff84aa9f9f5b42d7b8b018460afae-65x65.png,University of Michigan–Ann Arbor,United States,89,32300,309
282,24,Yunhao Liu,https://s.research.com/images/9ec3fbd95b55c152f7fb2e894b72aebbafa8eaaf-65x65.jpeg,Tsinghua University,China,89,40819,491
283,172,ChengXiang Zhai,https://s.research.com/images/a42c7d144c7fe8aefcf83a4ca71f47f8067875a0-65x65.jpeg,University of Illinois at Urbana-Champaign,United States,89,36654,374
284,1,Matti Pietikäinen,https://s.research.com/images/8ac0ba97036a297b30b5959a5c3e64ebd8149f4c-65x65.jpeg,University of Oulu,Finland,89,71435,298
285,6,Ponnuthurai Nagaratnam Suganthan,https://s.research.com/images/d66fa099eb808246f35e66ff44f558cdad37494c-65x65.jpeg,Nanyang Technological University,Singapore,88,37825,320
286,173,John M. Carroll,https://s.research.com/images/3caad3f2609502cb3275be94738aa2dcadb8f77c-65x65.jpeg,Pennsylvania State University,United States,88,35230,437
287,174,David M. Blei,https://s.research.com/images/235ed9a9ab087fd7bab10f12b720ce9789fd7f8f-65x65.jpeg,Columbia University,United States,88,93852,191
288,175,C. Lee Giles,https://s.research.com/images/814617a914837321a3e0f273abc241081aa17d32-65x65.jpeg,Pennsylvania State University,United States,88,33382,433
289,1,Carlos A. Coello Coello,https://s.research.com/images/360c68cf513ce6edaacaaefa1e9d85cb61c6b164-65x65.jpeg,CINVESTAV,Mexico,88,42254,477
290,176,Raymond J. Mooney,https://s.research.com/images/4d325b300df0bfd67546d31113a47b412c242f75-65x65.jpeg,The University of Texas at Austin,United States,88,37357,248
291,177,Giovanni Vigna,https://s.research.com/images/1183bbe0a93fd81ef613f2db2dabf236f0e739dd-65x65.jpeg,University of California,Santa Barbara,88,31311,245
292,178,Silvio Savarese,https://s.research.com/images/2debdf476630a7a3dcaf955cbef8194a5c573e6f-65x65.jpeg,Stanford University,United States,88,34151,279
293,179,Pierre Baldi,https://s.research.com/images/490eeacadc8e91baed380847d39c5787654283a9-65x65.jpeg,University of California,Irvine,87,35034,280
294,180,Alan S. Willsky,https://s.research.com/images/8dc2c8067eaf4b4e9ffafce29fc626dbe2b5b113-65x65.gif,MIT,United States,87,32153,393
295,181,Fred Glover,https://s.research.com/images/34c3f1a8607ab4821e5048a0613081aefe1836d6-65x65.gif,University of Colorado Boulder,United States,87,56452,326
296,182,Lotfi A. Zadeh,https://s.research.com/images/6f6c133c3e5096255482a1df5dfae052b162d120-65x65.jpeg,University of California,Berkeley,87,223135,190
297,183,Jerry M. Mendel,https://s.research.com/images/20bf5acf90526f89c9ef0b4c9d881431aa74f52e-65x65.jpeg,University of Southern California,United States,87,48846,352
298,5,James C. Bezdek,https://s.research.com/images/bf5afd1ce2c4deab10b6889465c2995164157404-65x65.jpeg,University of Melbourne,Australia,87,68598,311
299,184,Jason Cong,https://s.research.com/images/88e8a06cb468eb5dbda4bdd904a7eca3be415963-65x65.png,University of California,Los Angeles,87,26214,446
300,185,Noah A. Smith,https://s.research.com/images/8c4c6fe35a6bd0ed464ad5be32c92f148078701c-65x65.jpeg,University of Washington,United States,87,31144,304
301,186,Ken Hinckley,https://s.research.com/images/8e017422f18aff1c6a24b56b525e4657881e01f4-65x65.jpeg,Microsoft (United States),United States,87,23687,201
302,187,Rajeev Alur,https://s.research.com/images/088e9003df6153be0f4132e2edb59e16c708a06c-65x65.jpeg,University of Pennsylvania,United States,87,53826,261
303,188,Mihalis Yannakakis,https://s.research.com/images/c4a46e589903dd6ce43a2c8672450229d9fffb39-65x65.jpeg,Columbia University,United States,87,36929,182
304,189,Mary Czerwinski,https://s.research.com/images/516e82401a4adc767e75b1f1a934c386662b29c4-65x65.jpeg,Microsoft (United States),United States,87,22285,226
305,190,Frédo Durand,https://s.research.com/images/3d784228e103a9fb17f01d5ab2bf9188864595f5-65x65.jpeg,MIT,United States,87,37015,235
306,191,Henning Schulzrinne,https://s.research.com/images/8a58ccf6f04dfbf0d584dbdaa34fcebeb510732f-65x65.jpeg,Columbia University,United States,87,54317,509
307,192,Jianfeng Gao,https://s.research.com/images/0f837c56984002785dede382973ff8fca3290fe4-65x65.jpeg,Microsoft (United States),United States,87,37330,364
308,14,Daniel Thalmann,https://s.research.com/images/f7a633e084f1a59a59ad81f66bce399649707675-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,87,24065,565
309,13,Roger Wattenhofer,https://s.research.com/images/421a4583e5974b86d433d310f750a6890e58ba55-65x65.jpeg,ETH Zurich,Switzerland,87,30521,369
310,194,William W. Cohen,https://s.research.com/images/58069b1eb92e9c03ae8e1d8f2905714ac17ed0c3-65x65.jpeg,Google (United States),United States,87,38023,301
311,195,Alexei A. Efros,https://s.research.com/images/2ae65d7cf54940ef3473399ce3adad5ed913b95d-65x65.jpeg,University of California,Berkeley,87,75292,151
312,193,Dan Roth,https://s.research.com/images/cbdb94bcdad04c2d10185a5b9dad164cbc129bf3-65x65.jpeg,University of Pennsylvania,United States,87,29740,391
313,196,Mark D. Hill,https://s.research.com/images/0f5314ee5f05c56e03280bf399c561ea2d14cc8c-65x65.jpeg,University of Wisconsin–Madison,United States,87,31997,215
314,197,Panos M. Pardalos,https://s.research.com/images/e2e328a8d9ffe66b67dffc2a612d1e2ef241e35f-65x65.jpeg,University of Florida,United States,86,31657,633
315,16,Mike Thelwall,https://s.research.com/images/732e1b8d9585cfd7befda513813d176d07121009-65x65.jpeg,University of Wolverhampton,United Kingdom,86,28782,330
316,198,Quoc V. Le,https://s.research.com/images/c16e1b1c868e6d3f4478d1d11a60ea4d15133db1-65x65.jpeg,Google (United States),United States,86,95928,149
317,200,Mohan M. Trivedi,https://s.research.com/images/111c6d74e8d9fd8719cffbdc3b355373b8248adb-65x65.jpeg,University of California,San Diego,86,29043,471
318,199,Klara Nahrstedt,https://s.research.com/images/184bff884eb62e8d162ab92820d7c36d475cf3a4-65x65.png,University of Illinois at Urbana-Champaign,United States,86,30480,542
319,1,Ioannis Pitas,https://s.research.com/images/c72c401021dd457ceb8203d701c8668a1c8353db-65x65.jpeg,Aristotle University of Thessaloniki,Greece,86,28195,653
320,202,Dan Suciu,https://s.research.com/images/d42124576ebe29b8de32694abf64d8d4fc7714cc-65x65.jpeg,University of Washington,United States,86,32302,296
321,203,George Varghese,https://s.research.com/images/3b39159f1e46a34709de7b1f8c0408fb3ea42e33-65x65.png,University of California,Los Angeles,86,38947,194
322,201,DeLiang Wang,https://s.research.com/images/1b72c7c20ea60d638eda6bfd5f8b733de8acd64f-65x65.jpeg,The Ohio State University,United States,86,24618,350
323,204,Lawrence R. Rabiner,https://s.research.com/images/d99e2af6f7cfd6ae637e55dd796b8f402d404118-65x65.gif,Rutgers,The State University of New Jersey,85,91366,284
324,17,Michael Wooldridge,https://s.research.com/images/9d08e6c016e191eb2d57f0b4315fd46aeb3af8c1-65x65.jpeg,University of Oxford,United Kingdom,85,60251,336
325,15,Heinrich H. Bülthoff,https://s.research.com/images/64a8caa533f36760481b76ce18c5b46e290bc224-65x65.jpeg,Max Planck Institute for Biological Cybernetics,Germany,85,28421,567
326,205,Jakob Nielsen,https://s.research.com/images/178d0359d2496d3ffd6c64d9ed696f2cad18e8d7-65x65.jpeg,Nielsen Norman Group,United States,85,78222,166
327,206,Scott Forstall,https://s.research.com/images/2564a9ea9d98fbe8601bcf1a2dea09c5d3c64e66-65x65.jpeg,Apple (United States),United States,85,28075,123
328,207,Andrew D. Wilson,https://s.research.com/images/dacc83f16d87957989787d54f5320fcacabda44c-65x65.jpeg,Microsoft (United States),United States,85,26510,230
329,208,Shahram Izadi,https://s.research.com/images/e5011a3349d5983ac6a386ff59d5e825e88536c1-65x65.jpeg,Google (United States),United States,85,28376,248
330,25,Kui Ren,https://s.research.com/images/6bc534f3f085c8757431267852890bf7ccf03e19-65x65.jpeg,Zhejiang University,China,85,44641,341
331,1,Peter Corcoran,https://s.research.com/images/ee566c167a1686311790bf29e127b5cbc408b2ac-65x65.jpeg,National University of Ireland,Galway,85,16946,310
332,1,Neeraj Kumar,https://s.research.com/images/35d69a4fbe3575611efe800768082525feda0151-65x65.jpeg,Thapar University,India,85,20765,518
333,18,Steve Young,https://s.research.com/images/7d1e5f4e316a96a4e725196cef2a5ff81642ea1e-65x65.jpeg,University of Cambridge,United Kingdom,85,27932,264
334,209,Anupam Joshi,https://s.research.com/images/a9e5d66c9da81683c27c65e28d81304dff1f36a3-65x65.jpeg,University of Maryland,Baltimore County,85,27238,399
335,12,Baochun Li,https://s.research.com/images/83c15a5697ced728110c6827514e8edb6535e2ab-65x65.jpeg,University of Toronto,Canada,85,22389,360
336,3,Nicu Sebe,https://s.research.com/images/e64c4f7a11ffdde3e85bcf75c4979afdb21cd9d3-65x65.jpeg,University of Trento,Italy,85,26324,454
337,13,Ahmed E. Hassan,https://s.research.com/images/a7f6cdac6fca94963679a81e22ea4600afabdba7-65x65.jpeg,Queen's University,Canada,85,20910,292
338,26,Xiang-Yang Li,https://s.research.com/images/5825e1ba2883172a5e9012888ebea9ee51228d87-65x65.jpeg,University of Science and Technology of China,China,85,26448,494
339,210,Abhinav Gupta,https://s.research.com/images/1c3bd196ab0b481a4567cf2888364be07ff859ec-65x65.jpeg,Facebook (United States),United States,85,41095,162
340,211,Ramesh Jain,https://s.research.com/images/4511e34abf30a2af9bdf79191bcd3ec46b563c0c-65x65.jpeg,University of California,Irvine,85,47977,443
341,212,Jonathan Katz,https://s.research.com/images/11b932d2a5412550f2fbb16680d8394eecce1714-65x65.jpeg,University of Maryland,College Park,85,27699,202
342,19,Marc Davis,https://s.research.com/images/c2309618ab669acd72afa4e8008b66fff3e8fdce-65x65.png,Yahoo (United Kingdom),United Kingdom,84,19330,213
343,1,Shun-ichi Amari,https://s.research.com/images/6c2c606cfbaff9bd16fe838dc546b4be087dc900-65x65.png,RIKEN Center for Brain Science,Japan,84,41842,303
344,213,Joseph Y. Halpern,https://s.research.com/images/63852373bd62b1324801b275a21d0e289573035f-65x65.jpeg,Cornell University,United States,84,37476,258
345,214,Sergio Verdu,https://s.research.com/images/d029e68236369355dfd4ed86830d4ddeeab811d7-65x65.jpeg,Princeton University,United States,84,46335,261
346,215,Krishnendu Chakrabarty,https://s.research.com/images/ce2186ed2f79b1095666d7a378ff3da1a21bdafe-65x65.jpeg,Duke University,United States,84,27074,593
347,27,Jun Wang,https://s.research.com/images/47fb2c24b512c950fb3666052d40f14cf9d431c3-65x65.jpeg,City University of Hong Kong,China,84,18149,267
348,1,Roman Słowiński,https://s.research.com/images/f9b2173765a537b9a73a92f0dd4967c4d0d98a92-65x65.jpeg,Poznań University of Technology,Poland,84,28810,299
349,8,Adi Shamir,https://s.research.com/images/1628849cfa20c7a32e02eba31c955a014692cad0-65x65.jpeg,Weizmann Institute of Science,Israel,84,104235,192
350,20,Edmund K. Burke,https://s.research.com/images/42cf051c3913ba4867f2ea3bb1b272439189074e-65x65.jpeg,University of Leicester,United Kingdom,84,23905,261
351,216,Edward A. Lee,https://s.research.com/images/9a9b268c1b4f5fe11ebb4b76aa080bcb6ad85577-65x65.jpeg,University of California,Berkeley,84,41886,355
352,2,Bart Preneel,https://s.research.com/images/b902aa5af2b7662fa0b04848b4a5384ff01ee38c-65x65.jpeg,KU Leuven,Belgium,84,24527,553
